Model,Feature,Importance
cleaned_insurance 3_LassoLars,project_prf_team_size_group_5_8,6.900667547347777
cleaned_communication 1_BayesianRidge,process_pmf_development_methodologies_rapid_application_development_rad,6.863007928124398
cleaned_insurance 3_LassoLars,project_prf_case_tool_used_don_t_know,6.4546181397471605
cleaned_insurance 2_Lasso,project_prf_application_group_business_application,6.452739074743566
cleaned_medical 3_BayesianRidge,tech_tf_dbms_used_missing,6.4330676031933365
cleaned_financial 3_BayesianRidge,tech_tf_dbms_used_missing,6.4330676031933365
cleaned_insurance 2_Lasso,tech_tf_client_server_yes,6.193525135706528
cleaned_serviceindustry 2_BayesianRidge,tech_tf_language_type_3gl,6.0963039617660115
cleaned_insurance 3_LassoLars,process_pmf_development_methodologies_agile_development,6.040985695151641
cleaned_financial 2_LGBMRegressor,tech_tf_development_platform_missing,6.0
cleaned_financial 2_LGBMRegressor,tech_tf_architecture_multi_tier_with_web_public_interface,6.0
cleaned_financial 2_LGBMRegressor,process_pmf_development_methodologies_missing,6.0
cleaned_medical 2_LGBMRegressor,tech_tf_architecture_multi_tier_with_web_public_interface,6.0
cleaned_medical 2_LGBMRegressor,process_pmf_development_methodologies_missing,6.0
cleaned_medical 2_LGBMRegressor,tech_tf_development_platform_missing,6.0
cleaned_insurance 3_LassoLars,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,5.938374326258386
cleaned_insurance 3_LassoLars,project_prf_relative_size_missing,5.606058944024449
cleaned_insurance 2_Lasso,process_pmf_development_methodologies_spiral,5.411292469367827
cleaned_communication 3_LassoLars,process_pmf_development_methodologies_rapid_application_development_rad,5.276602602778177
cleaned_communication 1_BayesianRidge,tech_tf_development_platform_hand_held,5.0736311443771065
cleaned_medical 2_LGBMRegressor,tech_tf_client_server_yes,5.0
cleaned_financial 2_LGBMRegressor,tech_tf_client_server_yes,5.0
cleaned_insurance 3_LassoLars,tech_tf_client_server_don_t_know,4.571247344257887
cleaned_communication 2_Lasso,tech_tf_architecture_client_server,4.457718584443219
cleaned_insurance 3_LassoLars,project_prf_application_group_real_time_application,4.11488062054465
cleaned_insurance 2_Lasso,project_prf_relative_size_xl,4.058777971381626
cleaned_insurance 3_LassoLars,external_eef_organisation_type_utilities,4.057804655314972
cleaned_financial 2_LGBMRegressor,project_prf_max_team_size,4.0
cleaned_medical 2_LGBMRegressor,project_prf_max_team_size,4.0
cleaned_communication 3_LassoLars,tech_tf_development_platform_hand_held,3.932422627896573
cleaned_communication 1_BayesianRidge,project_prf_relative_size_xs,3.6326880381387676
cleaned_insurance 2_Lasso,project_prf_development_type_re_development,3.503498644777889
cleaned_communication 1_BayesianRidge,project_prf_team_size_group_21_30,3.4249273129965
cleaned_communication 2_Lasso,process_pmf_development_methodologies_agile_development,3.288823774582895
cleaned_communication 3_LassoLars,project_prf_relative_size_xs,3.188041399276222
cleaned_medical 2_LGBMRegressor,project_prf_relative_size_xs,3.0
cleaned_financial 2_LGBMRegressor,tech_tf_architecture_client_server,3.0
cleaned_financial 2_LGBMRegressor,project_prf_relative_size_m1,3.0
cleaned_financial 2_LGBMRegressor,project_prf_relative_size_xs,3.0
cleaned_medical 2_LGBMRegressor,tech_tf_architecture_client_server,3.0
cleaned_medical 2_LGBMRegressor,project_prf_relative_size_m1,3.0
cleaned_communication 3_LassoLars,project_prf_team_size_group_21_30,2.765817707574185
cleaned_insurance 3_LassoLars,process_pmf_docs,2.7610924227914566
cleaned_medical 3_BayesianRidge,functional_size_group_m_100_999,2.3115338205539047
cleaned_financial 3_BayesianRidge,functional_size_group_m_100_999,2.3115338205539047
cleaned_communication 2_Lasso,project_prf_team_size_group_9_14,2.2816186556092806
cleaned_insurance 2_Lasso,external_eef_industry_sector_utilities,2.202949362798024
cleaned_serviceindustry 3_LinearRegression,project_prf_case_tool_used_no,2.125
cleaned_financial 2_LGBMRegressor,project_prf_team_size_group_missing,2.0
cleaned_financial 2_LGBMRegressor,project_prf_team_size_group_5_8,2.0
cleaned_financial 2_LGBMRegressor,tech_tf_architecture_multi_tier_client_server,2.0
cleaned_serviceindustry 3_LinearRegression,tech_tf_language_type_3gl,2.0
cleaned_financial 2_LGBMRegressor,external_eef_organisation_type_education_institution,2.0
cleaned_medical 2_LGBMRegressor,project_prf_team_size_group_missing,2.0
cleaned_medical 2_LGBMRegressor,external_eef_organisation_type_education_institution,2.0
cleaned_medical 2_LGBMRegressor,project_prf_team_size_group_5_8,2.0
cleaned_medical 2_LGBMRegressor,tech_tf_architecture_multi_tier_client_server,2.0
cleaned_communication 2_Lasso,project_prf_case_tool_used_missing,1.9352830313186056
cleaned_medical 3_BayesianRidge,project_prf_team_size_group_3_4,1.893653352396342
cleaned_financial 3_BayesianRidge,project_prf_team_size_group_3_4,1.893653352396342
cleaned_communication 1_BayesianRidge,tech_tf_dbms_used_yes,1.4859202596249208
cleaned_communication 3_LassoLars,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,1.2740510671241194
cleaned_medical 2_LGBMRegressor,project_prf_case_tool_used_no,1.0
cleaned_medical 2_LGBMRegressor,process_pmf_docs,1.0
cleaned_financial 2_LGBMRegressor,project_prf_case_tool_used_no,1.0
cleaned_financial 2_LGBMRegressor,project_prf_case_tool_used_missing,1.0
cleaned_financial 2_LGBMRegressor,process_pmf_docs,1.0
cleaned_medical 2_LGBMRegressor,project_prf_case_tool_used_missing,1.0
cleaned_financial 2_LGBMRegressor,functional_size_group_xl_3000_8999,1.0
cleaned_medical 2_LGBMRegressor,functional_size_group_xl_3000_8999,1.0
cleaned_communication 2_Lasso,project_prf_team_size_group_5_8,0.9580958941324562
cleaned_insurance 2_Lasso,tech_tf_development_platform_proprietary,0.8811750166208641
cleaned_insurance 1_GradientBoostingRegressor,project_prf_functional_size,0.8650740491096025
cleaned_medical 1_GradientBoostingRegressor,external_eef_industry_sector_banking,0.7344153789507641
cleaned_financial 1_GradientBoostingRegressor,external_eef_industry_sector_banking,0.7344153789507641
cleaned_communication 1_BayesianRidge,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,0.6940978627118604
cleaned_communication 2_Lasso,tech_tf_language_type_2gl,0.6381746808533145
cleaned_government 1_GradientBoostingRegressor,project_prf_application_group_mathematically_intensive_application,0.627812275824119
cleaned_government 3_RandomForestRegressor,project_prf_application_group_mathematically_intensive_application,0.5761751571091528
cleaned_insurance 3_LassoLars,tech_tf_architecture_multi_tier_client_server,0.5547278312947369
cleaned_insurance 2_Lasso,project_prf_team_size_group_3_4,0.5528814171416199
cleaned_government 2_ExtraTreesRegressor,project_prf_application_group_mathematically_intensive_application,0.5127308793345718
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_application_group_missing,0.47179017177629046
cleaned_communication 1_BayesianRidge,project_prf_application_group_infrastructure_software,0.46335411005168314
cleaned_insurance 3_LassoLars,process_pmf_development_methodologies_multifunctional_teams,0.3739898823793623
cleaned_insurance 2_Lasso,project_prf_case_tool_used_don_t_know,0.26591532822087477
cleaned_government 1_GradientBoostingRegressor,project_prf_application_group_missing,0.2585662238916531
cleaned_government 3_RandomForestRegressor,project_prf_application_group_missing,0.2342087367623268
cleaned_government 2_ExtraTreesRegressor,project_prf_application_group_missing,0.23397598988261412
cleaned_financial 1_GradientBoostingRegressor,external_eef_industry_sector_financial,0.15131503622865242
cleaned_medical 1_GradientBoostingRegressor,external_eef_industry_sector_financial,0.15131503622865242
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_application_group_mathematically_intensive_application,0.10484349600396527
cleaned_insurance 2_Lasso,project_prf_team_size_group_5_8,0.04833953228755332
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_year_of_project,0.04513554729351665
cleaned_government 3_RandomForestRegressor,project_prf_application_group_real_time_application,0.03903789447313873
cleaned_government 2_ExtraTreesRegressor,project_prf_application_group_real_time_application,0.03833430242061605
cleaned_government 1_GradientBoostingRegressor,project_prf_application_group_real_time_application,0.034425610970095485
cleaned_serviceindustry 2_BayesianRidge,project_prf_case_tool_used_no,0.033361564450984815
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_missing,0.029072679912351355
cleaned_government 2_ExtraTreesRegressor,project_prf_cost_currency_european_euro,0.026943975535418475
cleaned_financial 1_GradientBoostingRegressor,tech_tf_primary_programming_language,0.025748624656634404
cleaned_medical 1_GradientBoostingRegressor,tech_tf_primary_programming_language,0.025748624656634404
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_client_server,0.023932623848307397
cleaned_medical 1_GradientBoostingRegressor,project_prf_relative_size_xl,0.023111928311753228
cleaned_financial 1_GradientBoostingRegressor,project_prf_relative_size_xl,0.023111928311753228
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_development_type_new_development,0.022436532091094464
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_language_type_3gl,0.020508066606144355
cleaned_government 3_RandomForestRegressor,project_prf_application_group_business_application,0.0179708332160573
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_architecture_missing,0.017509618793981316
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_application_group_real_time_application,0.017325466254947224
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_stand_alone_1,0.017044707392636353
cleaned_government 3_RandomForestRegressor,project_prf_application_group_infrastructure_software,0.014817834593334142
cleaned_government 2_ExtraTreesRegressor,project_prf_relative_size_m1,0.01467839935049807
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_development_type_enhancement,0.012673962783042437
cleaned_government 1_GradientBoostingRegressor,project_prf_cost_currency_european_euro,0.012573582473395515
cleaned_financial 1_GradientBoostingRegressor,project_prf_application_group_infrastructure_software,0.011268706790455512
cleaned_medical 1_GradientBoostingRegressor,project_prf_application_group_infrastructure_software,0.011268706790455512
cleaned_government 3_RandomForestRegressor,project_prf_year_of_project,0.01107305522487796
cleaned_government 2_ExtraTreesRegressor,project_prf_team_size_group_21_30,0.0110202091405145
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_development_platform_missing,0.010619579863689867
cleaned_government 1_GradientBoostingRegressor,project_prf_relative_size_m1,0.010034293510683266
cleaned_government 3_RandomForestRegressor,project_prf_cost_currency_european_euro,0.009667416154705857
cleaned_government 3_RandomForestRegressor,project_prf_relative_size_m1,0.009425811803753027
cleaned_government 2_ExtraTreesRegressor,project_prf_normalised_work_effort,0.009037301351974577
cleaned_government 2_ExtraTreesRegressor,project_prf_team_size_group_71_80,0.008674450300637706
cleaned_government 3_RandomForestRegressor,project_prf_development_type_enhancement,0.008565086723366597
cleaned_insurance 1_GradientBoostingRegressor,process_pmf_prototyping_used_yes,0.00843291388322213
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_4gl,0.008226249978078425
cleaned_government 2_ExtraTreesRegressor,project_prf_case_tool_used_missing,0.008212371136195273
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_primary_programming_language,0.00786006591419199
cleaned_government 2_ExtraTreesRegressor,project_prf_application_group_business_application,0.007416887965501533
cleaned_insurance 1_GradientBoostingRegressor,project_prf_relative_size_s,0.0073766961374293755
cleaned_government 1_GradientBoostingRegressor,project_prf_application_group_business_application,0.007341890343937844
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_l,0.006703456219063285
cleaned_government 2_ExtraTreesRegressor,tech_tf_language_type_missing,0.006520442867325935
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_language_type_missing,0.006194252649239346
cleaned_government 2_ExtraTreesRegressor,project_prf_relative_size_xl,0.006120436427732806
cleaned_insurance 1_GradientBoostingRegressor,process_pmf_prototyping_used_missing,0.0060325859269697605
cleaned_government 1_GradientBoostingRegressor,project_prf_application_group_infrastructure_software,0.0057399162100255285
cleaned_government 2_ExtraTreesRegressor,project_prf_relative_size_s,0.00564672329470331
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_client_server_yes,0.005412004340733824
cleaned_insurance 1_GradientBoostingRegressor,project_prf_development_type_enhancement,0.00534953229129607
cleaned_insurance 1_GradientBoostingRegressor,project_prf_development_type_new_development,0.005256379089820294
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_client_server_don_t_know,0.005243487611737662
cleaned_government 2_ExtraTreesRegressor,project_prf_team_size_group_5_8,0.005217578108597691
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_2gl,0.005196260795692965
cleaned_government 2_ExtraTreesRegressor,project_prf_application_group_infrastructure_software,0.005196141992039501
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_s,0.005054777713593582
cleaned_medical 1_GradientBoostingRegressor,tech_tf_development_platform_proprietary,0.004953499882914198
cleaned_financial 1_GradientBoostingRegressor,tech_tf_development_platform_proprietary,0.004953499882914198
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_case_tool_used_yes,0.004881496616744624
cleaned_government 2_ExtraTreesRegressor,functional_size_group_l_1000_2999,0.004525999201617014
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_31_40,0.004525965637141387
cleaned_government 2_ExtraTreesRegressor,project_prf_cost_currency_canada_dollar,0.004489264808654994
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_missing,0.004465739444634993
cleaned_government 1_GradientBoostingRegressor,project_prf_relative_size_xl,0.004455598006399965
cleaned_government 3_RandomForestRegressor,project_prf_relative_size_xl,0.004376131383181833
cleaned_government 2_ExtraTreesRegressor,project_prf_development_type_enhancement,0.004324510500917281
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_development_platform_pc,0.004166505369581938
cleaned_serviceindustry 1_GradientBoostingRegressor,external_eef_organisation_type,0.0041584554637085595
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_3_4,0.00414730857166189
cleaned_government 2_ExtraTreesRegressor,project_prf_team_size_group_2,0.003933883561789982
cleaned_financial 1_GradientBoostingRegressor,project_prf_team_size_group_9_14,0.003912555556912431
cleaned_medical 1_GradientBoostingRegressor,project_prf_team_size_group_9_14,0.003912555556912431
cleaned_government 3_RandomForestRegressor,project_prf_relative_size_s,0.0037938187392024918
cleaned_government 3_RandomForestRegressor,project_prf_case_tool_used_missing,0.0037474342740479896
cleaned_government 3_RandomForestRegressor,project_prf_team_size_group_71_80,0.0037193059556248414
cleaned_government 2_ExtraTreesRegressor,project_prf_cost_currency_united_states_dollar,0.003633774141438826
cleaned_government 2_ExtraTreesRegressor,project_prf_case_tool_used_no,0.0036303674572887535
cleaned_government 2_ExtraTreesRegressor,project_prf_currency_multiple_no,0.003618153232497372
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_5gl,0.0036066612719665094
cleaned_insurance 1_GradientBoostingRegressor,project_prf_application_group_missing,0.003496612988657588
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_2,0.0034946516756330244
cleaned_government 3_RandomForestRegressor,project_prf_team_size_group_5_8,0.003396710552288629
cleaned_government 2_ExtraTreesRegressor,tech_tf_dbms_used_yes,0.0033881025566416343
cleaned_government 3_RandomForestRegressor,project_prf_normalised_work_effort,0.0033880003977135057
cleaned_government 2_ExtraTreesRegressor,functional_size_group_s_100,0.0033621809195646473
cleaned_government 1_GradientBoostingRegressor,project_prf_development_type_enhancement,0.003345981086438625
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_client_server_missing,0.0032965278431207664
cleaned_government 2_ExtraTreesRegressor,external_eef_organisation_type,0.0031318516107950826
cleaned_government 3_RandomForestRegressor,functional_size_group_l_1000_2999,0.003131355242610765
cleaned_serviceindustry 1_GradientBoostingRegressor,process_pmf_development_methodologies_missing,0.0031222143164446863
cleaned_government 2_ExtraTreesRegressor,project_prf_relative_size_m2,0.003101527384999054
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_primary_programming_language,0.003097239532003567
cleaned_government 2_ExtraTreesRegressor,project_prf_year_of_project,0.0030611319613863867
cleaned_government 2_ExtraTreesRegressor,tech_tf_development_platform_proprietary,0.0030602521416090833
cleaned_medical 1_GradientBoostingRegressor,tech_tf_language_type_3gl,0.002934212728538332
cleaned_financial 1_GradientBoostingRegressor,tech_tf_language_type_3gl,0.002934212728538332
cleaned_government 2_ExtraTreesRegressor,project_prf_relative_size_l,0.0029068247795727806
cleaned_financial 1_GradientBoostingRegressor,project_prf_application_group_business_application,0.0029030526396029038
cleaned_medical 1_GradientBoostingRegressor,project_prf_application_group_business_application,0.0029030526396029038
cleaned_government 3_RandomForestRegressor,tech_tf_language_type_missing,0.0028932680633845537
cleaned_government 2_ExtraTreesRegressor,tech_tf_dbms_used_missing,0.002878800994402677
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_missing,0.0028670960436657086
cleaned_government 2_ExtraTreesRegressor,project_prf_cost_currency_missing,0.0028515466623859286
cleaned_government 1_GradientBoostingRegressor,project_prf_relative_size_m2,0.0027434989157985672
cleaned_serviceindustry 1_GradientBoostingRegressor,functional_size_group_l_1000_2999,0.0027377331952845403
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_object_component_server,0.0027295883709360187
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier,0.0027136772761553424
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_language_type_3gl,0.0026525071025632362
cleaned_government 2_ExtraTreesRegressor,project_prf_cost_currency_new_zealand_dollar,0.002643192754847929
cleaned_insurance 1_GradientBoostingRegressor,project_prf_relative_size_m1,0.002635334689273456
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_dbms_used_no,0.002606934462225665
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_normalised_work_effort,0.002594888992974075
cleaned_government 3_RandomForestRegressor,project_prf_team_size_group_2,0.0025933131093802487
cleaned_medical 1_GradientBoostingRegressor,project_prf_case_tool_used_yes,0.0025755857943429157
cleaned_financial 1_GradientBoostingRegressor,project_prf_case_tool_used_yes,0.0025755857943429157
cleaned_medical 1_GradientBoostingRegressor,functional_size_group_xxl_9000_17999,0.0024687365609907252
cleaned_financial 1_GradientBoostingRegressor,functional_size_group_xxl_9000_17999,0.0024687365609907252
cleaned_government 3_RandomForestRegressor,project_prf_cost_currency_canada_dollar,0.0024455949574755157
cleaned_government 3_RandomForestRegressor,functional_size_group_s_100,0.0023988206508626436
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_development_type_re_development,0.0023973139293894876
cleaned_government 1_GradientBoostingRegressor,project_prf_relative_size_s,0.00238704485141598
cleaned_government 3_RandomForestRegressor,tech_tf_dbms_used_yes,0.002374303075854571
cleaned_government 2_ExtraTreesRegressor,project_prf_currency_multiple_yes_10_000,0.0023242698992208253
cleaned_government 1_GradientBoostingRegressor,tech_tf_dbms_used_yes,0.002256167928801172
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_m1,0.0022499123500675853
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_development_platform_multi,0.0022460052784411943
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_web_public_interface,0.002235900140681583
cleaned_government 3_RandomForestRegressor,project_prf_cost_currency_united_states_dollar,0.0022109937348032647
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier,0.0021700382838546984
cleaned_medical 1_GradientBoostingRegressor,project_prf_application_group_real_time_application,0.0021687339360968736
cleaned_financial 1_GradientBoostingRegressor,project_prf_application_group_real_time_application,0.0021687339360968736
cleaned_medical 1_GradientBoostingRegressor,external_eef_organisation_type_wholesale_and_retail_trade,0.0021452551066378596
cleaned_financial 1_GradientBoostingRegressor,external_eef_organisation_type_wholesale_and_retail_trade,0.0021452551066378596
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_language_type_5gl,0.00209866618252485
cleaned_government 2_ExtraTreesRegressor,project_prf_team_size_group_missing,0.0020740781942760506
cleaned_government 3_RandomForestRegressor,project_prf_currency_multiple_no,0.0020512127226775924
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_client_server_not_applicable,0.002004023613391143
cleaned_government 3_RandomForestRegressor,project_prf_team_size_group_21_30,0.00198614868928622
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_run_a_computer_human_interface,0.001971121366611852
cleaned_financial 1_GradientBoostingRegressor,tech_tf_development_platform_mf,0.0019697673788411033
cleaned_medical 1_GradientBoostingRegressor,tech_tf_development_platform_mf,0.0019697673788411033
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_9_14,0.0019569108214422047
cleaned_insurance 1_GradientBoostingRegressor,functional_size_group_s_100,0.0019515145335237362
cleaned_government 1_GradientBoostingRegressor,project_prf_year_of_project,0.001945304990042238
cleaned_government 3_RandomForestRegressor,project_prf_relative_size_m2,0.0019439542916220944
cleaned_government 3_RandomForestRegressor,tech_tf_dbms_used_missing,0.0019204615917538487
cleaned_government 3_RandomForestRegressor,project_prf_case_tool_used_no,0.0018806100075268763
cleaned_government 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier,0.0018460403145956648
cleaned_government 2_ExtraTreesRegressor,tech_tf_architecture_stand_alone,0.0018427432729685054
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_21_30,0.0018366373454057918
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_security,0.0018337661346552719
cleaned_government 1_GradientBoostingRegressor,project_prf_team_size_group_15_20,0.001798653303115358
cleaned_insurance 1_GradientBoostingRegressor,project_prf_year_of_project,0.0017926223736994885
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_tools_used,0.0017547837263241755
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_development_platform_mr,0.0017292620294703165
cleaned_government 3_RandomForestRegressor,project_prf_relative_size_l,0.0017183262461692801
cleaned_government 1_GradientBoostingRegressor,project_prf_normalised_work_effort,0.0016876784355508547
cleaned_government 3_RandomForestRegressor,tech_tf_development_platform_proprietary,0.001662889297968169
cleaned_medical 1_GradientBoostingRegressor,tech_tf_language_type_missing,0.0016441297516847568
cleaned_financial 1_GradientBoostingRegressor,tech_tf_language_type_missing,0.0016441297516847568
cleaned_financial 1_GradientBoostingRegressor,tech_tf_development_platform_multi,0.0016427719924511502
cleaned_medical 1_GradientBoostingRegressor,tech_tf_development_platform_multi,0.0016427719924511502
cleaned_insurance 1_GradientBoostingRegressor,project_prf_application_type,0.0016303521310574041
cleaned_government 3_RandomForestRegressor,project_prf_cost_currency_missing,0.0015846196285107417
cleaned_financial 1_GradientBoostingRegressor,tech_tf_architecture_client_server,0.0015616285507909684
cleaned_medical 1_GradientBoostingRegressor,tech_tf_architecture_client_server,0.0015616285507909684
cleaned_insurance 1_GradientBoostingRegressor,functional_size_group_l_1000_2999,0.0015468907302984504
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier_with_web_public_interface,0.0015040066457509744
cleaned_insurance 1_GradientBoostingRegressor,project_prf_team_size_group_5_8,0.001460334975635551
cleaned_financial 1_GradientBoostingRegressor,tech_tf_development_platform_mr,0.0013787864696002666
cleaned_medical 1_GradientBoostingRegressor,tech_tf_development_platform_mr,0.0013787864696002666
cleaned_government 3_RandomForestRegressor,project_prf_currency_multiple_yes_10_000,0.0012896579142305138
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_file_print_server,0.0012833776665044639
cleaned_government 2_ExtraTreesRegressor,project_prf_team_size_group_15_20,0.0012800804008927693
cleaned_insurance 1_GradientBoostingRegressor,functional_size_group_m_100_999,0.0012779665539545246
cleaned_serviceindustry 1_GradientBoostingRegressor,external_eef_industry_sector_service_industry,0.0012762909578304935
cleaned_government 3_RandomForestRegressor,project_prf_cost_currency_new_zealand_dollar,0.0012703203321010456
cleaned_government 3_RandomForestRegressor,external_eef_organisation_type,0.0012637868607026398
cleaned_government 1_GradientBoostingRegressor,tech_tf_development_platform_proprietary,0.001261223821717031
cleaned_government 2_ExtraTreesRegressor,project_prf_application_type,0.0012454237598163347
cleaned_government 2_ExtraTreesRegressor,tech_tf_client_server_yes,0.0012405426517175602
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_client_roles_web_html_browser,0.0011994783816466335
cleaned_government 2_ExtraTreesRegressor,tech_tf_architecture_missing,0.0011864904614302663
cleaned_government 1_GradientBoostingRegressor,project_prf_case_tool_used_missing,0.0011555404251202966
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_max_team_size,0.00115345513354537
cleaned_medical 1_GradientBoostingRegressor,project_prf_team_size_group_2,0.0011453284846231996
cleaned_financial 1_GradientBoostingRegressor,project_prf_team_size_group_2,0.0011453284846231996
cleaned_financial 1_GradientBoostingRegressor,project_prf_team_size_group_5_8,0.0011401247936189496
cleaned_medical 1_GradientBoostingRegressor,project_prf_team_size_group_5_8,0.0011401247936189496
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_language_type_4gl,0.0011058940263652581
cleaned_government 3_RandomForestRegressor,project_prf_team_size_group_missing,0.0010621241719663355
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_case_tool_used_missing,0.0010559498251335058
cleaned_financial 1_GradientBoostingRegressor,project_prf_team_size_group_21_30,0.0010341834102145626
cleaned_medical 1_GradientBoostingRegressor,project_prf_team_size_group_21_30,0.0010341834102145626
cleaned_government 1_GradientBoostingRegressor,tech_tf_client_server_yes,0.0010250709132173742
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_relative_size_missing,0.0010173521606973914
cleaned_financial 1_GradientBoostingRegressor,external_eef_organisation_type_banking_insurance_stock,0.0010130970563100958
cleaned_medical 1_GradientBoostingRegressor,external_eef_organisation_type_banking_insurance_stock,0.0010130970563100958
cleaned_government 1_GradientBoostingRegressor,tech_tf_dbms_used_missing,0.0010129060454413545
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_missing,0.0009953222341234143
cleaned_government 3_RandomForestRegressor,project_prf_team_size_group_15_20,0.0009573784706961663
cleaned_government 2_ExtraTreesRegressor,tech_tf_client_server_missing,0.0009424564493643086
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_server_roles_html_web_server,0.0009206296234401316
cleaned_government 2_ExtraTreesRegressor,project_prf_relative_size_xxs,0.000916521917024291
cleaned_financial 1_GradientBoostingRegressor,project_prf_application_type,0.000904899873022288
cleaned_medical 1_GradientBoostingRegressor,project_prf_application_type,0.000904899873022288
cleaned_government 3_RandomForestRegressor,tech_tf_client_server_yes,0.0008126412705193056
cleaned_insurance 1_GradientBoostingRegressor,project_prf_application_group_infrastructure_software,0.0008092945414188364
cleaned_insurance 1_GradientBoostingRegressor,tech_tf_client_server_no,0.0008067733418976767
cleaned_serviceindustry 1_GradientBoostingRegressor,project_prf_functional_size,0.0008023992393327511
cleaned_financial 1_GradientBoostingRegressor,tech_tf_dbms_used_yes,0.0007891399980440464
cleaned_medical 1_GradientBoostingRegressor,tech_tf_dbms_used_yes,0.0007891399980440464
cleaned_serviceindustry 1_GradientBoostingRegressor,process_pmf_docs,0.0007858966927994087
cleaned_government 1_GradientBoostingRegressor,project_prf_relative_size_l,0.0007681874438977382
cleaned_serviceindustry 1_GradientBoostingRegressor,people_prf_personnel_changes,0.00076760043423867
cleaned_serviceindustry 1_GradientBoostingRegressor,tech_tf_dbms_used_missing,0.0007651334527601489
cleaned_medical 1_GradientBoostingRegressor,process_pmf_development_methodologies_agile_development,0.0007574999285208669
cleaned_financial 1_GradientBoostingRegressor,process_pmf_development_methodologies_agile_development,0.0007574999285208669
cleaned_government 3_RandomForestRegressor,tech_tf_client_server_missing,0.0007352830615298099
cleaned_government 1_GradientBoostingRegressor,tech_tf_architecture_client_server,0.0007336204014821052
